date,actual,baseline_pred,prophet_pred,sarima_pred,lgbm_pred,xgb_pred
2012-05-18,7639.0,,6946.7772221434325,,,
2012-05-19,8294.0,,7428.298640444092,,,
2012-06-01,4127.0,,6580.808682929844,,,
2012-06-02,8120.0,,6981.9767607246495,,,
2012-06-03,7641.0,,6756.887733958192,,,
2012-06-04,6998.0,,6877.388008083857,,,
2012-06-05,7001.0,,6194.789219200029,,,
2012-06-06,7055.0,,6272.588466632715,,,
2012-06-07,7494.0,,6761.873289074196,,,
2012-06-08,7736.0,,7312.703136419691,,,
2012-06-09,7498.0,,7788.706497272578,,,
2012-06-10,6598.0,,7081.266345218375,,,
2012-06-11,6664.0,,7029.866820532967,,,
2012-06-12,4972.0,,5943.582180612658,,,
2012-06-13,7421.0,,6705.52522999768,,,
2012-06-14,7363.0,,6847.389427403326,,,
2012-06-15,7665.0,,6792.695516817525,,,
2012-06-16,7702.0,,7116.444112735555,,,
2012-06-17,6978.0,,6179.314894532299,,,
2012-06-18,5099.0,,5661.272232833221,,,
2012-06-19,6825.0,,6402.178977419216,,,
2012-07-01,5531.0,,7182.505249082625,,,
2012-07-02,6227.0,,7363.042727419463,,,
2012-07-03,6660.0,,7170.988493442941,,,
2012-07-04,7403.0,,6848.870081743123,,,
2012-07-05,6241.0,,7636.617088728214,,,
2012-07-06,6207.0,,7711.693171970033,,,
2012-07-07,4840.0,,7850.857934292993,,,
2012-07-08,4672.0,,6958.254229789581,,,
2012-07-09,6569.0,,6258.904501124278,,,
2012-07-10,6290.0,,6299.679031897222,,,
2012-07-11,7264.0,,6398.407321635816,,,
2012-07-12,7446.0,,6848.531646980201,,,
2012-07-13,7499.0,,7104.448792569829,,,
2012-07-14,6969.0,,6463.0932861146575,,,
2012-07-15,6031.0,,6129.342736240311,,,
2012-07-16,6830.0,,6555.958050554502,,,
2012-07-17,6786.0,,7169.214497989582,,,
2012-07-18,5713.0,,6868.739415136983,,,
2012-07-19,6591.0,,6848.310607673466,,,
2012-08-01,7580.0,,6282.787235813813,,,
2012-08-02,7261.0,,6659.794473980704,,,
2012-08-03,7175.0,,6844.794738478096,,,
2012-08-04,6824.0,,7189.964333135682,,,
2012-08-05,5464.0,,6514.909870675455,,,
2012-08-06,7013.0,,6586.570061876995,,,
2012-08-07,7273.0,,6338.866714446973,,,
2012-08-08,7534.0,,6535.0603964377415,,,
2012-08-09,7286.0,,6888.622091913268,,,
2012-08-10,5786.0,,6506.929869911194,,,
2012-08-11,6299.0,,6492.118857871906,,,
2012-08-12,6544.0,,6682.228730432837,,,
2012-08-13,6883.0,,6884.688816180444,,,
2012-08-14,6784.0,,6472.51675075007,,,
2012-08-15,7347.0,,6626.617778712382,,,
2012-08-16,7605.0,,7156.163252267531,,,
2012-08-17,7148.0,,7106.763973480636,,,
2012-08-18,7865.0,,6952.922617794007,,,
2012-08-19,4549.0,,6000.172724288142,,,
2012-09-01,6140.0,,7521.695368665054,,,
2012-09-02,5810.0,,6305.367935922322,,,
2012-09-03,6034.0,,6353.371412245196,,,
2012-09-04,6864.0,,6758.3067454837,,,
2012-09-05,7112.0,,6897.077665862935,,,
2012-09-06,6203.0,,6692.032527864684,,,
2012-09-07,7504.0,,7027.113483776517,,,
2012-09-08,5976.0,,6788.056947836822,,,
2012-09-09,8227.0,,6868.283437686688,,,
2012-09-10,7525.0,,7036.859814321642,,,
2012-09-11,7767.0,,6942.92382762762,,,
2012-09-12,7870.0,,6918.585441852275,,,
2012-09-13,7804.0,,6977.744136062647,,,
2012-09-14,8009.0,,7049.819523678047,,,
2012-09-15,8714.0,,7583.800487425771,,,
2012-09-16,7333.0,,6809.279299015274,,,
2012-09-17,6869.0,,6482.6256491654885,,,
2012-09-18,4073.0,,6242.948915464235,,,
2012-09-19,7591.0,,6958.030644159169,,,
2012-10-01,6778.0,,6637.596089699895,,,
2012-10-02,4639.0,,6260.763364515653,,,
2012-10-03,7572.0,,6821.952582190068,,,
2012-10-04,7328.0,,7191.369881961654,,,
2012-10-05,8156.0,,7348.288978082691,,,
2012-10-06,7965.0,,7091.650046637545,,,
2012-10-07,3510.0,,5876.403564845766,,,
2012-10-08,5478.0,,5631.104024492134,,,
2012-10-09,6392.0,,5955.247320953449,,,
2012-10-10,7691.0,,6670.469839960232,,,
2012-10-11,7570.0,,6962.975082656679,,,
2012-10-12,7282.0,,6810.980530750668,,,
2012-10-13,7109.0,,6863.495642429775,,,
2012-10-14,6639.0,,6542.927612008377,,,
2012-10-15,5875.0,,6657.831616341463,,,
2012-10-16,7534.0,,6631.546502196055,,,
2012-10-17,7461.0,,6197.487549228168,,,
2012-10-18,7509.0,,6542.117459793357,,,
2012-10-19,5424.0,,6525.55918445591,,,
2012-11-01,5986.0,,6115.166347855423,,,
2012-11-02,5847.0,,6291.172133681492,,,
2012-11-03,5138.0,,6438.1319166910625,,,
2012-11-04,5107.0,,5757.850666645381,,,
2012-11-05,5259.0,,5964.999538724601,,,
2012-11-06,5686.0,,5521.021237247362,,,
2012-11-07,5035.0,,5657.012820930371,,,
2012-11-08,5315.0,,6683.309543088899,,,
2012-11-09,5992.0,,6161.544169231366,,,
2012-11-10,6536.0,,6084.1216764216415,,,
2012-11-11,6852.0,,5706.974355868004,,,
2012-11-12,6269.0,,5640.772681242386,,,
2012-11-13,4094.0,,5412.976782347364,,,
2012-11-14,5495.0,,5506.991924876372,,,
2012-11-15,5445.0,,5592.438724967888,,,
2012-11-16,5698.0,,6028.617144041639,,,
2012-11-17,5629.0,,5985.235224550621,,,
2012-11-18,4669.0,,5150.18341807604,,,
2012-11-19,5499.0,,5651.5298932541355,,,
2012-12-01,5191.0,,4919.419641961245,,,
2012-12-02,4649.0,,4618.244839477513,,,
2012-12-03,6234.0,,5384.386176673079,,,
2012-12-04,6606.0,,5539.447511668452,,,
2012-12-05,5729.0,,6122.807245027739,,,
2012-12-06,5375.0,,5379.395733729787,,,
2012-12-07,5008.0,,4973.860326258673,,,
2012-12-08,5582.0,,4929.806404546112,,,
2012-12-09,3228.0,,4488.477943721178,,,
2012-12-10,5170.0,,4795.380191091832,,,
2012-12-11,5501.0,,5347.382907649116,,,
2012-12-12,5319.0,,5289.5932742424875,,,
2012-12-13,5532.0,5129.321428571428,5589.132791849896,5363.125682740931,4931.705090344985,5005.99365234375
2012-12-14,5611.0,5098.563636363637,5121.20766242515,5335.758068062751,5024.170043502838,4819.580078125
2012-12-15,5047.0,5211.446428571428,5410.458671416106,5405.335507887118,4865.912530339659,5019.69189453125
2012-12-16,3786.0,4701.706896551724,4560.841529560001,4872.674752083261,4205.855443917519,3640.672119140625
2012-12-17,4585.0,4903.473684210527,4633.704731195581,5115.658715844503,3906.2231345382793,3969.317138671875
2012-12-18,5557.0,4948.636363636364,5381.257099992094,5101.640605882186,4402.663638525818,4646.654296875
2012-12-19,5267.0,4928.8,5174.177207802747,5332.922181618074,5095.041880897934,4918.208984375
2012-12-20,,5136.3859649122805,5329.865292163466,5284.089436159487,5267.141113998837,5276.7578125
2012-12-21,,5107.714285714285,5393.180638470483,5245.9151861408345,5267.141113998837,5276.7578125
2012-12-22,,5208.561403508772,5750.644135784151,5274.005453970092,5267.141113998837,5276.7578125
2012-12-23,,4686.186440677966,5288.110405129475,4691.681032446595,5267.141113998837,5276.7578125
2012-12-24,,4897.982758620689,5193.656160930464,4970.225098426193,5267.141113998837,5276.7578125
2012-12-25,,4959.5,5154.797382966994,5010.2537859896875,5267.141113998837,5276.7578125
2012-12-26,,4934.839285714285,5183.258719466057,5213.147137305114,5267.141113998837,5276.7578125
