date,actual,baseline_pred,prophet_pred,sarima_pred,lgbm_pred,xgb_pred
2012-05-02,6169.0,,4293.866401316151,,,
2012-05-06,6359.0,,5142.859540664515,,,
2012-05-08,5728.0,,5394.139709626837,,,
2012-05-09,4717.0,,4684.163548373859,,,
2012-05-14,2843.0,,4908.650634151581,,,
2012-05-15,5115.0,,4851.41161452754,,,
2012-06-01,4127.0,,5351.798548408265,,,
2012-06-12,4972.0,,4863.365681657786,,,
2012-06-18,5099.0,,5104.759400166368,,,
2012-08-19,4549.0,,5983.095993952188,,,
2012-09-02,5810.0,,5604.1901612468855,,,
2012-09-08,5976.0,,5651.200005212959,,,
2012-09-18,4073.0,,4916.577049410168,,,
2012-10-02,4639.0,,4870.219384595292,,,
2012-10-07,3510.0,,5470.974875361599,,,
2012-10-08,5478.0,,5362.824999983876,,,
2012-10-09,6392.0,,5098.264966852544,,,
2012-10-15,5875.0,,5995.365429319439,,,
2012-10-19,5424.0,,5246.291594261054,,,
2012-11-12,6269.0,,5643.05466240789,,,
2012-12-01,5191.0,,4745.917665480677,,,
2012-12-02,4649.0,,4760.624620051207,,,
2012-12-03,6234.0,4421.5625,5460.463859900963,,4279.496859198899,4388.60693359375
2012-12-07,5008.0,4120.166666666667,4952.3527071169665,,4723.991138368377,4155.73876953125
2012-12-08,5582.0,3944.6153846153848,4405.785178581963,,3805.2496968808664,2738.608642578125
2012-12-09,3228.0,4480.636363636364,4404.39827648373,,4004.7794360116677,2787.939453125
2012-12-10,5170.0,4421.5625,4462.417714137018,,3264.3814775832057,3352.80029296875
2012-12-16,3786.0,4480.636363636364,4771.653468527989,4963.715999884246,4137.585143251532,4422.2861328125
2012-12-17,4585.0,4421.5625,4460.045626925483,5327.828143379664,3325.783988995422,3018.138427734375
2012-12-18,,4205.263157894737,4306.475308440302,4645.234311002328,4297.95066649792,4589.669921875
2012-12-19,,3298.8333333333335,3978.2116512141374,4608.625182324951,4297.95066649792,4589.669921875
2012-12-20,,3670.6923076923076,4121.30842385854,4605.586647129556,4297.95066649792,4589.669921875
2012-12-21,,4188.461538461538,4368.132491253912,4592.236868990745,4297.95066649792,4589.669921875
2012-12-22,,4061.5714285714284,4282.610730360674,4617.710603241584,4297.95066649792,4589.669921875
2012-12-23,,4399.5,4236.971297253291,4490.037892417258,4297.95066649792,4589.669921875
2012-12-24,,4564.9473684210525,4488.200492040846,4807.051903333615,4297.95066649792,4589.669921875
2012-12-25,,,,,,
2012-12-26,,,,,,
